occurrence_id,keyword,keyword_romanization,subject,book_slug,book_title,reader_page,occurrence_on_page,char_position_in_page,left_context,keyword_in_context,right_context,context_compact,source_file,source_url
96,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,4,112,"所以中國|民族自求解放,實爲目前第一急務。我國民中國|民族不僅自求解放已也。必進而使世界上一切被壓迫",民族,"共同解放以族今日進於大同之域。孫中|山知之。所以提倡三民主義,以爲自救、救人、救世界之最高之責任原則","所以中國|民族自求解放,實爲目前第一急務。我國民中國|民族不僅自求解放已也。必進而使世界上一切被壓迫民族共同解放以族今日進於大同之域。孫中|山知之。所以提倡三民主義,以爲自救、救人、救世界之最高之責任原則",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
97,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,5,181,"|山知之。所以提倡三民主義,以爲自救、救人、救世界之最高之責任原則。而且三民主義是整個一貫的,欲解決",民族,"問題,同時不能不解決民權問題。欲解決民權問題,同時不能不解決民生問題。所以三民主義在理想上實行上、都","|山知之。所以提倡三民主義,以爲自救、救人、救世界之最高之責任原則。而且三民主義是整個一貫的,欲解決民族問題,同時不能不解決民權問題。欲解決民權問題,同時不能不解決民生問題。所以三民主義在理想上實行上、都",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
98,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,6,305,"其匹。(甲)三民主義之革命性|空間方面,推翻妨礙民衆生存上、生活上之惡制度、惡勢力使社會上一切被壓迫",民族,"都得到眞正的解放。時間方面,掃除妨礙社會進化上一切障礙物而在社會進化階段中,發揮偉大的推進力及永久的","其匹。(甲)三民主義之革命性|空間方面,推翻妨礙民衆生存上、生活上之惡制度、惡勢力使社會上一切被壓迫民族都得到眞正的解放。時間方面,掃除妨礙社會進化上一切障礙物而在社會進化階段中,發揮偉大的推進力及永久的",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
99,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,7,430,"有世界性的世界主義,乃至一切社會主義,史國本中高取其精華,棄其糟粕,都包在三民主義之中。孫先生說:「",民族,"主義卽人類平等,一種族絕不爲他種族所壓迫。民權主義卽人人平等,絕不以少數人壓迫多數人。民生主義卽貧富","有世界性的世界主義,乃至一切社會主義,史國本中高取其精華,棄其糟粕,都包在三民主義之中。孫先生說:「民族主義卽人類平等,一種族絕不爲他種族所壓迫。民權主義卽人人平等,絕不以少數人壓迫多數人。民生主義卽貧富",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
100,民族,minzu,history,gaozhong-benguoshi,高中本国史,238,1,54,"明三民主義的最高槪念。吾人今日宜本此旨,努力於三民主義以自救、救人、救世界,使表事大史代現一切被壓迫",民族,"共同解放,進於大同之域。習題(1)我國民族對於世界文明有何重要貢?獻(2)我國有光榮悠久之歷史,其所","明三民主義的最高槪念。吾人今日宜本此旨,努力於三民主義以自救、救人、救世界,使表事大史代現一切被壓迫民族共同解放,進於大同之域。習題(1)我國民族對於世界文明有何重要貢?獻(2)我國有光榮悠久之歷史,其所",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
101,民族,minzu,history,gaozhong-benguoshi,高中本国史,238,2,75,"力於三民主義以自救、救人、救世界,使表事大史代現一切被壓迫民族共同解放,進於大同之域。習題(1)我國",民族,"對於世界文明有何重要貢?獻(2)我國有光榮悠久之歷史,其所以忽淪於次殖民地者何故?(3)三民主義何以","力於三民主義以自救、救人、救世界,使表事大史代現一切被壓迫民族共同解放,進於大同之域。習題(1)我國民族對於世界文明有何重要貢?獻(2)我國有光榮悠久之歷史,其所以忽淪於次殖民地者何故?(3)三民主義何以",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
102,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,4,1,225,至元末(公曆紀元前二二〇年丨紀元後一三七七年)(5a)近世期|明至淸末(一三七七|一九一一)(二)以,民族,的分合爲標準;可分五期:本國歷史編輯大意三,至元末(公曆紀元前二二〇年丨紀元後一三七七年)(5a)近世期|明至淸末(一三七七|一九一一)(二)以民族的分合爲標準;可分五期:本國歷史編輯大意三,chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
103,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,1,36,"本國歷史編輯大意四中國歷史的演變,有非原於社會的變動,而只是由於古代式的",民族,"遷徙者;由此觀察:(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,","本國歷史編輯大意四中國歷史的演變,有非原於社會的變動,而只是由於古代式的民族遷徙者;由此觀察:(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
104,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,2,61,"歷史的演變,有非原於社會的變動,而只是由於古代式的民族遷徙者;由此觀察:(1)在秦|漢以前,全爲原始",民族,"的衝突混合時期。(2)至秦|統一,原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴","歷史的演變,有非原於社會的變動,而只是由於古代式的民族遷徙者;由此觀察:(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
105,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,3,82,"古代式的民族遷徙者;由此觀察:(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始",民族,"的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北民族侵入","古代式的民族遷徙者;由此觀察:(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北民族侵入",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
106,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,4,96,":(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,吿一段落,而北方",民族,",亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北民族侵入,構成漢|末兩|晉南北|朝的",":(1)在秦|漢以前,全爲原始民族的衝突混合時期。(2)至秦|統一,原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北民族侵入,構成漢|末兩|晉南北|朝的",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
107,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,5,130,"原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北",民族,"侵入,構成漢|末兩|晉南北|朝的混亂。其間約八百餘年;在此期間,文化制度,皆有一貫系統可尋,到隋唐始","原始民族的衝突,吿一段落,而北方民族,亦由匈|奴統一,秦漢間與匈奴發生關係,所引起交通西域,漸至西北民族侵入,構成漢|末兩|晉南北|朝的混亂。其間約八百餘年;在此期間,文化制度,皆有一貫系統可尋,到隋唐始",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
108,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,5,6,227,",到隋唐始一大變(3)由隋|唐!統一,直至元|末,其間雖有五|代之紛擾,及宋之統一,但遼|金|元北方",民族,"之侵入,實自|唐末開始,正與唐代之統一勢力相應,而南宋之遷徙,正與東晉所受之壓迫相類似;卽以文化論,",",到隋唐始一大變(3)由隋|唐!統一,直至元|末,其間雖有五|代之紛擾,及宋之統一,但遼|金|元北方民族之侵入,實自|唐末開始,正與唐代之統一勢力相應,而南宋之遷徙,正與東晉所受之壓迫相類似;卽以文化論,",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
109,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,10,1,173,",而其初宣傳與籌商,亦幾經困難,始克實現,今略述其原委,以爲現代史的開端。當淸|室末年,國內外旣有『",民族,"革命』與『君主立憲』兩種思想,其主張君主立憲的康有爲一派,固直接以保存淸|室及光|緒,採取立憲政體爲",",而其初宣傳與籌商,亦幾經困難,始克實現,今略述其原委,以爲現代史的開端。當淸|室末年,國內外旣有『民族革命』與『君主立憲』兩種思想,其主張君主立憲的康有爲一派,固直接以保存淸|室及光|緒,採取立憲政體爲",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
110,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,10,2,231,"主立憲』兩種思想,其主張君主立憲的康有爲一派,固直接以保存淸|室及光|緒,採取立憲政體爲目的。而主張",民族,"革命的革命黨人,初時對於革命成功後應建設何本國歷史第四册一","主立憲』兩種思想,其主張君主立憲的康有爲一派,固直接以保存淸|室及光|緒,採取立憲政體爲目的。而主張民族革命的革命黨人,初時對於革命成功後應建設何本國歷史第四册一",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
111,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,105,1,137,"次殖民地。中|國人雖疾首痛心、早欲奮發振興,然國際間的情勢不變,帝國主義者的勢力不稍減退,在壓迫下的",民族,",竟無法興起。直到最近七八年間,帝國主義者的侵略壓迫,雖未能盡除,然在外交上已稍有轉機,此種轉機卽是","次殖民地。中|國人雖疾首痛心、早欲奮發振興,然國際間的情勢不變,帝國主義者的勢力不稍減退,在壓迫下的民族,竟無法興起。直到最近七八年間,帝國主義者的侵略壓迫,雖未能盡除,然在外交上已稍有轉機,此種轉機卽是",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
112,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,107,1,214,",由資本主義制度裂痕的顯露,使帝國主義者本身受剝削的人民,激起爲反抗鬭爭,此種情緒,蔓延於一切被壓迫",民族,",變爲無國境的共同聯合向帝國主義進攻,不論弱小民族與非弱小民族之受壓迫的,都相互爲同情的提攜。此種轉",",由資本主義制度裂痕的顯露,使帝國主義者本身受剝削的人民,激起爲反抗鬭爭,此種情緒,蔓延於一切被壓迫民族,變爲無國境的共同聯合向帝國主義進攻,不論弱小民族與非弱小民族之受壓迫的,都相互爲同情的提攜。此種轉",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
113,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,107,2,239,"的人民,激起爲反抗鬭爭,此種情緒,蔓延於一切被壓迫民族,變爲無國境的共同聯合向帝國主義進攻,不論弱小",民族,"與非弱小民族之受壓迫的,都相互爲同情的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再","的人民,激起爲反抗鬭爭,此種情緒,蔓延於一切被壓迫民族,變爲無國境的共同聯合向帝國主義進攻,不論弱小民族與非弱小民族之受壓迫的,都相互爲同情的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
114,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,107,3,245,"爲反抗鬭爭,此種情緒,蔓延於一切被壓迫民族,變爲無國境的共同聯合向帝國主義進攻,不論弱小民族與非弱小",民族,"之受壓迫的,都相互爲同情的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再撲滅此種反抗","爲反抗鬭爭,此種情緒,蔓延於一切被壓迫民族,變爲無國境的共同聯合向帝國主義進攻,不論弱小民族與非弱小民族之受壓迫的,都相互爲同情的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再撲滅此種反抗",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
115,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,107,4,309,"的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再撲滅此種反抗,此實爲一切被壓迫的弱小",民族,"最有效的理論保障,以與從前八十餘年來狹隘的愛國主義相比較,其爲便利於被壓迫民族的興起實甚多,此其二。","的提攜。此種轉變,尤爲重要,使帝國主義者雖名義上亦無所藉口,以再撲滅此種反抗,此實爲一切被壓迫的弱小民族最有效的理論保障,以與從前八十餘年來狹隘的愛國主義相比較,其爲便利於被壓迫民族的興起實甚多,此其二。",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
116,民族,minzu,history,chuzhong-benguo-lishi-jiaoben,初中本国历史教本,107,5,348,"此實爲一切被壓迫的弱小民族最有效的理論保障,以與從前八十餘年來狹隘的愛國主義相比較,其爲便利於被壓迫",民族,"的興起實甚多,此其二。有此二點,中|國百年來反本國歷史第四册九七","此實爲一切被壓迫的弱小民族最有效的理論保障,以與從前八十餘年來狹隘的愛國主義相比較,其爲便利於被壓迫民族的興起實甚多,此其二。有此二點,中|國百年來反本國歷史第四册九七",chuzhong-benguo-lishi-jiaoben_reader-pages-1-135_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/249880f7-5677-4e30-a630-b774153a2f47
